,month_year,cbsa_code,site,aqi
537,06-2016,17460,0038,38.588235294117645
536,06-2016,17460,0034,33.8
535,06-2016,17460,0007,28.307692307692307
534,06-2016,17460,0004,30.7
528,06-2016,16980,3103,35.90909090909091
532,06-2016,16980,4201,27.571428571428573
530,06-2016,16980,4002,35.3
529,06-2016,16980,3301,36.111111111111114
539,06-2016,17460,0060,37.2
538,06-2016,17460,0045,46.3
543,06-2016,19820,0001,34.325
540,06-2016,17460,0065,44.3
541,06-2016,17460,1002,34.2
542,06-2016,17460,3002,28.916666666666668
526,06-2016,16980,1016,40.7
545,06-2016,19820,0009,26.3
546,06-2016,19820,0015,43.0
547,06-2016,19820,0016,32.1
548,06-2016,19820,0019,32.0
549,06-2016,19820,0025,33.1
550,06-2016,19820,0033,40.42857142857143
551,06-2016,19820,0036,31.7
527,06-2016,16980,2004,35.8
522,06-2016,16980,0057,30.4
525,06-2016,16980,1011,33.75
512,06-2016,16980,0001,30.142857142857142
502,06-2016,10300,0007,28.1
503,06-2016,10420,0002,29.0
504,06-2016,10420,0017,33.90243902439025
505,06-2016,10420,0023,34.0
506,06-2016,11460,0008,32.57142857142857
507,06-2016,12100,0006,31.307692307692307
508,06-2016,12100,1006,31.4
509,06-2016,15180,0006,37.375
510,06-2016,15940,0017,37.53333333333333
511,06-2016,15940,0020,36.3
513,06-2016,16980,0003,30.333333333333332
524,06-2016,16980,1002,29.8
514,06-2016,16980,0006,41.3
515,06-2016,16980,0007,33.44444444444444
516,06-2016,16980,0019,23.6
517,06-2016,16980,0022,33.26
518,06-2016,16980,0024,29.65
519,06-2016,16980,0026,39.666666666666664
520,06-2016,16980,0031,38.5
521,06-2016,16980,0052,32.22222222222222
553,06-2016,19820,0093,47.86666666666667
523,06-2016,16980,0076,32.0
552,06-2016,19820,0039,33.06666666666667
544,06-2016,19820,0005,24.333333333333332
554,06-2016,19820,0095,35.4
579,06-2016,37980,0002,37.25
581,06-2016,37980,0004,31.0625
582,06-2016,37980,0048,41.38461538461539
583,06-2016,37980,0055,43.06896551724138
584,06-2016,37980,0057,39.6
585,06-2016,37980,0075,40.68
586,06-2016,37980,0076,31.043478260869566
587,06-2016,37980,0100,42.45762711864407
588,06-2016,37980,0109,39.07142857142857
555,06-2016,20100,0002,27.178571428571427
590,06-2016,37980,1007,30.57894736842105
591,06-2016,37980,1012,27.2
592,06-2016,37980,2004,33.7037037037037
593,06-2016,39740,0011,42.30769230769231
594,06-2016,40140,0009,48.27272727272727
595,06-2016,40140,0027,57.75
596,06-2016,40140,0306,28.491525423728813
597,06-2016,40140,1016,51.0
598,06-2016,40140,2002,48.15
599,06-2016,40140,5001,40.125
600,06-2016,40140,8001,48.31578947368421
601,06-2016,40140,8005,54.90909090909091
602,06-2016,40140,9004,51.22222222222222
603,06-2016,47220,0007,31.5
580,06-2016,37980,0003,31.88888888888889
589,06-2016,37980,1003,27.454545454545453
578,06-2016,37100,3001,40.766666666666666
566,06-2016,31080,4002,43.86206896551724
577,06-2016,37100,2002,51.660714285714285
557,06-2016,22420,0021,25.5
558,06-2016,31080,0002,52.5
559,06-2016,31080,0007,38.8
560,06-2016,31080,1103,53.970588235294116
561,06-2016,31080,1201,47.77777777777778
562,06-2016,31080,1302,42.5
563,06-2016,31080,1602,49.6
564,06-2016,31080,2005,48.6
565,06-2016,31080,2022,37.6
556,06-2016,20100,0003,26.444444444444443
567,06-2016,31080,4004,39.86666666666667
572,06-2016,33140,0011,31.6
568,06-2016,31080,4008,50.09803921568628
575,06-2016,37100,0009,47.266666666666666
574,06-2016,37100,0007,50.0
573,06-2016,33780,0006,29.9
576,06-2016,37100,1004,51.629629629629626
571,06-2016,32580,1046,36.166666666666664
570,06-2016,32580,0043,37.0
569,06-2016,31080,9033,41.666666666666664
426,05-2016,16980,3103,38.92307692307692
427,05-2016,16980,3301,38.9
437,05-2016,17460,0060,41.6
428,05-2016,16980,4002,32.4
429,05-2016,16980,4007,35.4
430,05-2016,16980,4201,27.875
431,05-2016,16980,6005,39.0
432,05-2016,17460,0004,28.057142857142857
433,05-2016,17460,0007,32.214285714285715
434,05-2016,17460,0034,34.8
435,05-2016,17460,0038,37.55555555555556
436,05-2016,17460,0045,39.7
442,05-2016,19820,0005,28.7
438,05-2016,17460,0065,42.7
439,05-2016,17460,1002,33.0
440,05-2016,17460,3002,29.357142857142858
441,05-2016,19820,0001,35.853658536585364
443,05-2016,19820,0009,29.6
444,05-2016,19820,0015,42.4
445,05-2016,19820,0016,35.3
446,05-2016,19820,0019,33.0
447,05-2016,19820,0025,32.3
448,05-2016,19820,0033,40.4
424,05-2016,16980,1016,42.57142857142857
425,05-2016,16980,2004,33.1
481,05-2016,37980,0055,42.2
423,05-2016,16980,1011,26.6
422,05-2016,16980,1002,35.333333333333336
450,05-2016,19820,0039,33.25
400,05-2016,10300,0007,31.857142857142858
401,05-2016,10420,0002,25.8
402,05-2016,10420,0017,38.25581395348837
403,05-2016,10420,0023,29.5
404,05-2016,11460,0008,29.5
405,05-2016,12100,0006,28.972972972972972
406,05-2016,12100,1006,26.4
407,05-2016,15180,0006,54.333333333333336
408,05-2016,15940,0017,38.57142857142857
409,05-2016,15940,0020,32.81818181818182
410,05-2016,16980,0001,29.363636363636363
411,05-2016,16980,0003,34.111111111111114
412,05-2016,16980,0006,36.111111111111114
413,05-2016,16980,0007,32.6
414,05-2016,16980,0019,35.5
415,05-2016,16980,0022,29.235294117647058
416,05-2016,16980,0024,26.833333333333332
417,05-2016,16980,0026,40.2
418,05-2016,16980,0031,36.166666666666664
419,05-2016,16980,0052,34.6
420,05-2016,16980,0057,37.4
421,05-2016,16980,0076,36.4
449,05-2016,19820,0036,31.0
494,05-2016,40140,0306,19.517241379310345
451,05-2016,19820,0093,56.111111111111114
489,05-2016,37980,1012,31.0
478,05-2016,37980,0003,32.36666666666667
479,05-2016,37980,0004,21.727272727272727
480,05-2016,37980,0048,29.352941176470587
482,05-2016,37980,0057,35.7
483,05-2016,37980,0075,38.214285714285715
484,05-2016,37980,0076,27.0
485,05-2016,37980,0100,38.6551724137931
486,05-2016,37980,0109,39.74193548387097
452,05-2016,19820,0095,34.1
488,05-2016,37980,1007,27.357142857142858
490,05-2016,37980,2004,34.729166666666664
476,05-2016,37100,3001,30.967741935483872
491,05-2016,39740,0011,37.725806451612904
492,05-2016,40140,0009,31.416666666666668
493,05-2016,40140,0027,47.645833333333336
495,05-2016,40140,1016,47.23529411764706
496,05-2016,40140,2002,34.05263157894737
497,05-2016,40140,5001,22.0
498,05-2016,40140,8001,38.43589743589744
499,05-2016,40140,8005,44.411764705882355
500,05-2016,40140,9004,34.7
501,05-2016,47220,0007,27.870967741935484
477,05-2016,37980,0002,41.28
487,05-2016,37980,1003,27.333333333333332
475,05-2016,37100,2002,38.21666666666667
463,05-2016,31080,2022,26.8
453,05-2016,20100,0002,27.6
474,05-2016,37100,1004,40.41935483870968
455,05-2016,22420,0021,28.0
456,05-2016,31080,0002,36.4
457,05-2016,31080,0007,25.548387096774192
458,05-2016,31080,1103,37.705882352941174
459,05-2016,31080,1201,26.0
460,05-2016,31080,1302,28.8
461,05-2016,31080,1602,36.7
462,05-2016,31080,2005,31.0
454,05-2016,20100,0003,27.4
464,05-2016,31080,4002,30.821428571428573
469,05-2016,32580,1046,50.5
465,05-2016,31080,4004,27.483870967741936
473,05-2016,37100,0009,34.06666666666667
471,05-2016,33780,0006,34.3
470,05-2016,33140,0011,28.7
472,05-2016,37100,0007,39.516129032258064
468,05-2016,32580,0043,52.2
467,05-2016,31080,9033,33.45161290322581
466,05-2016,31080,4008,38.73076923076923
327,04-2016,16980,2004,35.2
328,04-2016,16980,3103,40.76923076923077
338,04-2016,17460,0045,29.555555555555557
329,04-2016,16980,3301,38.0
330,04-2016,16980,4002,32.5
332,04-2016,16980,4201,32.55555555555556
333,04-2016,16980,6005,44.8
334,04-2016,17460,0004,27.53846153846154
335,04-2016,17460,0007,30.142857142857142
336,04-2016,17460,0034,29.2
337,04-2016,17460,0038,41.705882352941174
343,04-2016,19820,0001,28.475
339,04-2016,17460,0060,38.375
340,04-2016,17460,0065,42.666666666666664
341,04-2016,17460,1002,33.3
342,04-2016,17460,3002,27.866666666666667
344,04-2016,19820,0005,29.5
345,04-2016,19820,0009,28.6
346,04-2016,19820,0015,35.1
347,04-2016,19820,0016,29.5
348,04-2016,19820,0019,27.8
349,04-2016,19820,0025,29.0
325,04-2016,16980,1011,33.6
326,04-2016,16980,1016,43.666666666666664
306,04-2016,11460,0008,29.3125
324,04-2016,16980,1002,32.6
323,04-2016,16980,0076,41.0
351,04-2016,19820,0036,26.1
302,04-2016,10300,0007,24.625
303,04-2016,10420,0002,22.666666666666668
304,04-2016,10420,0017,41.53488372093023
305,04-2016,10420,0023,28.77777777777778
307,04-2016,12100,0006,25.53846153846154
308,04-2016,12100,1006,21.2
309,04-2016,15180,0006,48.77777777777778
310,04-2016,15940,0017,33.92857142857143
311,04-2016,15940,0020,27.8
312,04-2016,16980,0001,36.0
313,04-2016,16980,0003,30.09090909090909
314,04-2016,16980,0006,37.8
315,04-2016,16980,0007,35.1
316,04-2016,16980,0019,34.7
317,04-2016,16980,0022,39.411764705882355
318,04-2016,16980,0024,33.46153846153846
319,04-2016,16980,0026,39.2
320,04-2016,16980,0031,40.357142857142854
321,04-2016,16980,0052,34.111111111111114
322,04-2016,16980,0057,43.8
350,04-2016,19820,0033,33.92857142857143
331,04-2016,16980,4007,33.125
352,04-2016,19820,0039,27.066666666666666
376,04-2016,37100,3001,37.93333333333333
378,04-2016,37980,0003,29.866666666666667
379,04-2016,37980,0004,24.15
380,04-2016,37980,0048,28.733333333333334
381,04-2016,37980,0055,33.28
382,04-2016,37980,0057,31.52
383,04-2016,37980,0075,28.53846153846154
384,04-2016,37980,0076,28.04
385,04-2016,37980,0100,28.672727272727272
386,04-2016,37980,0109,28.555555555555557
388,04-2016,37980,2004,30.166666666666668
389,04-2016,39740,0011,35.127272727272725
390,04-2016,40140,0009,24.606060606060606
391,04-2016,40140,0027,49.32142857142857
392,04-2016,40140,0306,22.3
393,04-2016,40140,1016,35.4
394,04-2016,40140,2002,30.266666666666666
395,04-2016,40140,5001,20.7
396,04-2016,40140,8001,37.138888888888886
397,04-2016,40140,8005,41.354838709677416
398,04-2016,40140,9004,27.7
399,04-2016,47220,0007,28.266666666666666
377,04-2016,37980,0002,32.47540983606557
387,04-2016,37980,1007,23.2
375,04-2016,37100,2002,26.22222222222222
364,04-2016,31080,4002,37.32142857142857
374,04-2016,37100,1004,38.733333333333334
355,04-2016,22420,0021,23.11111111111111
356,04-2016,31080,0002,30.9
357,04-2016,31080,0007,30.482758620689655
358,04-2016,31080,1103,42.63333333333333
359,04-2016,31080,1201,32.625
360,04-2016,31080,1302,32.5
361,04-2016,31080,1602,35.6
362,04-2016,31080,2005,29.1
363,04-2016,31080,2022,22.25
354,04-2016,20100,0002,18.166666666666668
365,04-2016,31080,4004,32.52
370,04-2016,33140,0011,32.9
372,04-2016,37100,0007,35.333333333333336
371,04-2016,33780,0006,27.555555555555557
353,04-2016,19820,0095,31.2
373,04-2016,37100,0009,30.366666666666667
369,04-2016,32580,1046,46.75
368,04-2016,32580,0043,57.4
367,04-2016,31080,9033,24.7
366,04-2016,31080,4008,46.56363636363636
238,03-2016,17460,0060,34.81818181818182
228,03-2016,16980,3301,32.63636363636363
229,03-2016,16980,4002,28.11111111111111
230,03-2016,16980,4007,28.1
231,03-2016,16980,4201,24.181818181818183
232,03-2016,16980,6005,26.4
233,03-2016,17460,0004,30.63157894736842
234,03-2016,17460,0007,20.76923076923077
235,03-2016,17460,0034,23.09090909090909
236,03-2016,17460,0038,33.0
237,03-2016,17460,0045,33.18181818181818
243,03-2016,19820,0005,32.18181818181818
239,03-2016,17460,0065,36.333333333333336
240,03-2016,17460,1002,25.0
241,03-2016,17460,3002,21.933333333333334
242,03-2016,19820,0001,32.64102564102564
226,03-2016,16980,2004,28.818181818181817
244,03-2016,19820,0009,27.3
245,03-2016,19820,0015,35.3
246,03-2016,19820,0016,36.2
247,03-2016,19820,0019,31.727272727272727
248,03-2016,19820,0025,30.545454545454547
249,03-2016,19820,0033,37.8
227,03-2016,16980,3103,30.0
202,03-2016,10420,0002,25.545454545454547
225,03-2016,16980,1016,33.714285714285715
212,03-2016,16980,0003,28.8
251,03-2016,19820,0039,33.064516129032256
203,03-2016,10420,0017,42.31111111111111
204,03-2016,10420,0023,27.0
205,03-2016,11460,0008,26.933333333333334
206,03-2016,12100,0006,34.205128205128204
207,03-2016,12100,1006,32.63636363636363
208,03-2016,15180,0006,44.09090909090909
209,03-2016,15940,0017,27.285714285714285
210,03-2016,15940,0020,27.90909090909091
211,03-2016,16980,0001,30.444444444444443
213,03-2016,16980,0006,27.8
224,03-2016,16980,1011,22.333333333333332
214,03-2016,16980,0007,26.3
215,03-2016,16980,0019,26.727272727272727
216,03-2016,16980,0022,32.28
217,03-2016,16980,0024,31.043478260869566
218,03-2016,16980,0026,29.454545454545453
219,03-2016,16980,0031,28.266666666666666
220,03-2016,16980,0052,31.2
221,03-2016,16980,0057,29.166666666666668
222,03-2016,16980,0076,28.833333333333332
223,03-2016,16980,1002,27.22222222222222
250,03-2016,19820,0036,27.363636363636363
201,03-2016,10300,0007,26.09090909090909
252,03-2016,19820,0095,31.7
290,03-2016,37980,2004,35.78431372549019
280,03-2016,37980,0048,32.0
281,03-2016,37980,0055,39.62068965517241
282,03-2016,37980,0057,40.16129032258065
283,03-2016,37980,0075,36.903225806451616
284,03-2016,37980,0076,35.516129032258064
285,03-2016,37980,0100,37.27272727272727
286,03-2016,37980,0109,35.74193548387097
287,03-2016,37980,1003,35.0
288,03-2016,37980,1007,32.61904761904762
289,03-2016,37980,1012,35.1
291,03-2016,39740,0011,35.847457627118644
278,03-2016,37980,0003,37.096774193548384
292,03-2016,40140,0009,23.823529411764707
293,03-2016,40140,0027,55.741379310344826
294,03-2016,40140,0306,22.928571428571427
295,03-2016,40140,1016,36.69444444444444
296,03-2016,40140,2002,34.61904761904762
297,03-2016,40140,5001,22.0
298,03-2016,40140,8001,43.675
299,03-2016,40140,8005,47.63333333333333
300,03-2016,40140,9004,37.09090909090909
301,03-2016,47220,0007,36.96666666666667
279,03-2016,37980,0004,33.51851851851852
253,03-2016,20100,0002,31.325
277,03-2016,37980,0002,42.39473684210526
265,03-2016,31080,4004,34.903225806451616
254,03-2016,20100,0003,34.44444444444444
255,03-2016,22420,0021,28.8
256,03-2016,31080,0002,39.54545454545455
257,03-2016,31080,0007,33.32258064516129
258,03-2016,31080,1103,47.392857142857146
259,03-2016,31080,1201,33.81818181818182
261,03-2016,31080,1602,45.27272727272727
262,03-2016,31080,2005,35.22222222222222
263,03-2016,31080,2022,24.9
264,03-2016,31080,4002,36.12903225806452
260,03-2016,31080,1302,42.81818181818182
266,03-2016,31080,4008,45.05357142857143
272,03-2016,37100,0007,36.54838709677419
267,03-2016,31080,9033,21.258064516129032
275,03-2016,37100,2002,28.857142857142858
274,03-2016,37100,1004,38.645161290322584
273,03-2016,37100,0009,28.161290322580644
276,03-2016,37100,3001,35.96153846153846
271,03-2016,33780,0006,26.818181818181817
270,03-2016,33140,0011,25.727272727272727
269,03-2016,32580,1046,44.72727272727273
268,03-2016,32580,0043,50.333333333333336
137,02-2016,17460,0060,33.625
128,02-2016,16980,4002,34.875
129,02-2016,16980,4007,39.142857142857146
130,02-2016,16980,4201,34.25
131,02-2016,16980,6005,40.5
132,02-2016,17460,0004,36.55263157894737
133,02-2016,17460,0007,31.666666666666668
134,02-2016,17460,0034,34.888888888888886
135,02-2016,17460,0038,39.5
136,02-2016,17460,0045,41.111111111111114
127,02-2016,16980,3301,41.42857142857143
149,02-2016,19820,0036,28.0
138,02-2016,17460,0065,46.0
139,02-2016,17460,1002,34.55555555555556
140,02-2016,17460,3002,35.38461538461539
141,02-2016,19820,0001,30.94736842105263
142,02-2016,19820,0005,36.111111111111114
143,02-2016,19820,0009,33.44444444444444
144,02-2016,19820,0015,38.666666666666664
145,02-2016,19820,0016,34.111111111111114
146,02-2016,19820,0019,34.111111111111114
147,02-2016,19820,0025,34.44444444444444
148,02-2016,19820,0033,46.54545454545455
125,02-2016,16980,2004,37.333333333333336
126,02-2016,16980,3103,44.0
113,02-2016,16980,0007,36.111111111111114
124,02-2016,16980,1016,37.25
110,02-2016,16980,0001,31.333333333333332
150,02-2016,19820,0039,29.896551724137932
101,02-2016,10420,0002,30.166666666666668
102,02-2016,10420,0017,43.51219512195122
103,02-2016,10420,0023,33.625
104,02-2016,11460,0008,36.15384615384615
105,02-2016,12100,0006,26.789473684210527
106,02-2016,12100,1006,27.555555555555557
107,02-2016,15180,0006,27.22222222222222
108,02-2016,15940,0017,40.23076923076923
109,02-2016,15940,0020,34.888888888888886
111,02-2016,16980,0003,31.88888888888889
123,02-2016,16980,1011,37.0
112,02-2016,16980,0006,42.333333333333336
114,02-2016,16980,0019,31.88888888888889
115,02-2016,16980,0022,42.53488372093023
116,02-2016,16980,0024,32.78048780487805
117,02-2016,16980,0026,38.55555555555556
118,02-2016,16980,0031,41.7
119,02-2016,16980,0052,32.77777777777778
120,02-2016,16980,0057,42.25
121,02-2016,16980,0076,50.333333333333336
122,02-2016,16980,1002,37.0
100,02-2016,10300,0007,31.77777777777778
151,02-2016,19820,0095,35.55555555555556
152,02-2016,20100,0002,26.52777777777778
190,02-2016,39740,0011,36.310344827586206
179,02-2016,37980,0048,35.65625
180,02-2016,37980,0055,39.82608695652174
181,02-2016,37980,0057,37.89655172413793
182,02-2016,37980,0075,36.142857142857146
183,02-2016,37980,0076,34.75
184,02-2016,37980,0100,33.11764705882353
185,02-2016,37980,0109,32.15384615384615
186,02-2016,37980,1003,34.77777777777778
187,02-2016,37980,1007,31.444444444444443
189,02-2016,37980,2004,33.559322033898304
191,02-2016,40140,0009,34.10344827586207
177,02-2016,37980,0003,33.86206896551724
192,02-2016,40140,0027,57.375
193,02-2016,40140,0306,21.862068965517242
194,02-2016,40140,1016,21.78787878787879
195,02-2016,40140,2002,29.470588235294116
196,02-2016,40140,5001,11.75
197,02-2016,40140,8001,38.457142857142856
198,02-2016,40140,8005,46.03225806451613
199,02-2016,40140,9004,35.857142857142854
200,02-2016,47220,0007,32.03448275862069
153,02-2016,20100,0003,29.22222222222222
178,02-2016,37980,0004,34.21052631578947
188,02-2016,37980,1012,33.25
176,02-2016,37980,0002,40.50769230769231
164,02-2016,31080,4004,44.62068965517241
175,02-2016,37100,3001,28.137931034482758
155,02-2016,31080,0002,26.555555555555557
156,02-2016,31080,0007,37.04
157,02-2016,31080,1103,43.29032258064516
158,02-2016,31080,1201,22.88888888888889
159,02-2016,31080,1302,45.44444444444444
160,02-2016,31080,1602,41.44444444444444
161,02-2016,31080,2005,31.333333333333332
162,02-2016,31080,2022,23.333333333333332
163,02-2016,31080,4002,43.827586206896555
154,02-2016,22420,0021,36.888888888888886
165,02-2016,31080,4008,56.464285714285715
170,02-2016,33780,0006,25.333333333333332
166,02-2016,31080,9033,20.862068965517242
173,02-2016,37100,1004,32.03448275862069
172,02-2016,37100,0009,15.724137931034482
171,02-2016,37100,0007,21.03448275862069
174,02-2016,37100,2002,14.017857142857142
169,02-2016,33140,0011,36.55555555555556
168,02-2016,32580,1046,23.444444444444443
167,02-2016,32580,0043,29.5
37,01-2016,17460,0065,41.63636363636363
28,01-2016,16980,4007,43.4
29,01-2016,16980,4201,34.90909090909091
30,01-2016,16980,6005,47.5
31,01-2016,17460,0004,40.73170731707317
32,01-2016,17460,0007,33.5625
33,01-2016,17460,0034,33.5
27,01-2016,16980,4002,33.63636363636363
34,01-2016,17460,0038,38.411764705882355
35,01-2016,17460,0045,38.9
36,01-2016,17460,0060,40.09090909090909
42,01-2016,19820,0009,37.36363636363637
38,01-2016,17460,1002,34.0
39,01-2016,17460,3002,35.357142857142854
40,01-2016,19820,0001,41.642857142857146
41,01-2016,19820,0005,39.0
43,01-2016,19820,0015,46.0
44,01-2016,19820,0016,44.27272727272727
45,01-2016,19820,0019,40.0
46,01-2016,19820,0025,41.09090909090909
47,01-2016,19820,0033,48.38461538461539
48,01-2016,19820,0036,38.27272727272727
25,01-2016,16980,3103,46.625
26,01-2016,16980,3301,37.5
50,01-2016,19820,0095,41.36363636363637
24,01-2016,16980,2004,37.81818181818182
23,01-2016,16980,1016,38.583333333333336
2,01-2016,10420,0023,35.27272727272727
3,01-2016,11460,0008,45.333333333333336
4,01-2016,12100,0006,32.11904761904762
5,01-2016,12100,1006,31.625
6,01-2016,15180,0006,30.727272727272727
7,01-2016,15940,0017,41.357142857142854
8,01-2016,15940,0020,37.63636363636363
9,01-2016,16980,0001,43.0
10,01-2016,16980,0003,37.888888888888886
11,01-2016,16980,0006,38.18181818181818
12,01-2016,16980,0007,36.333333333333336
13,01-2016,16980,0019,39.63636363636363
14,01-2016,16980,0022,41.0
15,01-2016,16980,0024,36.541666666666664
16,01-2016,16980,0026,43.375
17,01-2016,16980,0031,39.714285714285715
18,01-2016,16980,0052,41.36363636363637
19,01-2016,16980,0057,49.166666666666664
20,01-2016,16980,0076,45.166666666666664
21,01-2016,16980,1002,33.18181818181818
22,01-2016,16980,1011,33.0
49,01-2016,19820,0039,39.70967741935484
1,01-2016,10420,0017,47.31111111111111
51,01-2016,20100,0002,32.425
88,01-2016,37980,2004,43.278688524590166
78,01-2016,37980,0048,48.35294117647059
79,01-2016,37980,0055,53.774193548387096
80,01-2016,37980,0057,45.851851851851855
81,01-2016,37980,0075,51.310344827586206
82,01-2016,37980,0076,55.61538461538461
83,01-2016,37980,0100,42.981818181818184
84,01-2016,37980,0109,45.0
85,01-2016,37980,1003,36.36363636363637
86,01-2016,37980,1007,35.54545454545455
87,01-2016,37980,1012,39.72727272727273
89,01-2016,39740,0011,48.86440677966102
52,01-2016,20100,0003,34.18181818181818
90,01-2016,40140,0009,42.59375
91,01-2016,40140,0027,64.89830508474576
92,01-2016,40140,0306,27.516129032258064
93,01-2016,40140,1016,30.972972972972972
94,01-2016,40140,2002,38.18181818181818
95,01-2016,40140,5001,16.727272727272727
96,01-2016,40140,8001,46.027027027027025
97,01-2016,40140,8005,57.5
98,01-2016,40140,9004,42.333333333333336
99,01-2016,47220,0007,39.25806451612903
77,01-2016,37980,0004,38.06666666666667
76,01-2016,37980,0003,45.354838709677416
75,01-2016,37980,0002,49.46376811594203
74,01-2016,37100,3001,29.133333333333333
53,01-2016,22420,0021,37.09090909090909
54,01-2016,31080,0002,32.18181818181818
55,01-2016,31080,0007,46.54838709677419
56,01-2016,31080,1103,44.82857142857143
57,01-2016,31080,1201,35.63636363636363
58,01-2016,31080,1302,51.0
59,01-2016,31080,1602,49.72727272727273
60,01-2016,31080,2005,38.72727272727273
61,01-2016,31080,2022,29.636363636363637
62,01-2016,31080,4002,46.9
63,01-2016,31080,4004,45.833333333333336
64,01-2016,31080,4008,54.05263157894737
65,01-2016,31080,9033,25.129032258064516
66,01-2016,32580,0043,40.833333333333336
67,01-2016,32580,1046,26.636363636363637
68,01-2016,33140,0011,38.72727272727273
69,01-2016,33780,0006,38.7
70,01-2016,37100,0007,29.40740740740741
71,01-2016,37100,0009,15.192307692307692
72,01-2016,37100,1004,36.645161290322584
73,01-2016,37100,2002,25.966666666666665
0,01-2016,10300,0007,37.81818181818182
